date,district,Average of centy,Average of centx
2019-09-01,Jamaame,0.124303,42.80163
2019-10-01,Jamaame,0.124303,42.80163
2019-11-01,Jamaame,0.124303,42.80163
2019-12-01,Jamaame,0.124303,42.80163
2020-01-01,Jamaame,0.124303,42.80163
2020-02-01,Jamaame,0.124303,42.80163
2016-02-01,Jariiban,7.163778999999999,48.9986
2016-03-01,Jariiban,7.163778999999999,48.9986
2016-04-01,Jariiban,7.163778999999999,48.9986
2016-05-01,Jariiban,7.163778999999999,48.9986
2016-06-01,Jariiban,7.163778999999999,48.9986
2016-07-01,Jariiban,7.163778999999999,48.9986
2016-08-01,Jariiban,7.163778999999999,48.9986
2016-09-01,Jariiban,7.163778999999999,48.9986
2016-10-01,Jariiban,7.163778999999999,48.9986
2016-11-01,Jariiban,7.163778999999999,48.9986
2016-12-01,Jariiban,7.163778999999999,48.9986
2017-01-01,Jariiban,7.163778999999999,48.9986
2017-02-01,Jariiban,7.163778999999999,48.9986
2017-03-01,Jariiban,7.163778999999999,48.9986
2017-04-01,Jariiban,7.163778999999999,48.9986
2017-05-01,Jariiban,7.163778999999999,48.9986
2017-06-01,Jariiban,7.163778999999999,48.9986
2017-07-01,Jariiban,7.163778999999999,48.9986
2017-08-01,Jariiban,7.163778999999999,48.9986
2017-09-01,Jariiban,7.163778999999999,48.9986
2017-10-01,Jariiban,7.163778999999999,48.9986
2017-11-01,Jariiban,7.163778999999999,48.9986
2017-12-01,Jariiban,7.163778999999999,48.9986
2018-01-01,Jariiban,7.163778999999999,48.9986
2018-02-01,Jariiban,7.163778999999999,48.9986
2018-03-01,Jariiban,7.163778999999999,48.9986
2018-04-01,Jariiban,7.163778999999999,48.9986
2018-05-01,Jariiban,7.163778999999999,48.9986
2018-06-01,Jariiban,7.163778999999999,48.9986
2018-07-01,Jariiban,7.163778999999999,48.9986
2018-08-01,Jariiban,7.163778999999999,48.9986
2018-09-01,Jariiban,7.163778999999999,48.9986
2018-10-01,Jariiban,7.163778999999999,48.9986
2018-11-01,Jariiban,7.163778999999999,48.9986
2018-12-01,Jariiban,7.163778999999999,48.9986
2019-01-01,Jariiban,7.163778999999999,48.9986
2019-02-01,Jariiban,7.163778999999999,48.9986
2019-03-01,Jariiban,7.163778999999999,48.9986
2019-04-01,Jariiban,7.163778999999999,48.9986
2019-05-01,Jariiban,7.163778999999999,48.9986
2019-06-01,Jariiban,7.163778999999999,48.9986
2019-07-01,Jariiban,7.163778999999999,48.9986
2019-08-01,Jariiban,7.163778999999999,48.9986
2019-09-01,Jariiban,7.163778999999999,48.9986
2019-10-01,Jariiban,7.163778999999999,48.9986
2019-11-01,Jariiban,7.163778999999999,48.9986
2019-12-01,Jariiban,7.163778999999999,48.9986
2020-01-01,Jariiban,7.163778999999999,48.9986
2020-02-01,Jariiban,7.163778999999999,48.9986
2016-02-01,Jilib,0.6450100000000001,43.05589000000001
2016-03-01,Jilib,0.6450100000000001,43.05589000000001
2016-04-01,Jilib,0.6450100000000001,43.05589000000001
2016-05-01,Jilib,0.6450100000000001,43.05589000000001
2016-06-01,Jilib,0.6450100000000001,43.05589000000001
2016-07-01,Jilib,0.6450100000000001,43.05589000000001
2016-08-01,Jilib,0.6450100000000001,43.05589000000001
2016-09-01,Jilib,0.6450100000000001,43.05589000000001
2016-10-01,Jilib,0.6450100000000001,43.05589000000001
2016-11-01,Jilib,0.6450100000000001,43.05589000000001
2016-12-01,Jilib,0.6450100000000001,43.05589000000001
2017-01-01,Jilib,0.6450100000000001,43.05589000000001
2017-02-01,Jilib,0.6450100000000001,43.05589000000001
2017-03-01,Jilib,0.6450100000000001,43.05589000000001
2017-04-01,Jilib,0.6450100000000001,43.05589000000001
2017-05-01,Jilib,0.6450100000000001,43.05589000000001
2017-06-01,Jilib,0.6450100000000001,43.05589000000001
2017-07-01,Jilib,0.6450100000000001,43.05589000000001
2017-08-01,Jilib,0.6450100000000001,43.05589000000001
2017-09-01,Jilib,0.6450100000000001,43.05589000000001
2017-10-01,Jilib,0.6450100000000001,43.05589000000001
2017-11-01,Jilib,0.6450100000000001,43.05589000000001
2017-12-01,Jilib,0.6450100000000001,43.05589000000001
2018-01-01,Jilib,0.6450100000000001,43.05589000000001
2018-02-01,Jilib,0.6450100000000001,43.05589000000001
2018-03-01,Jilib,0.6450100000000001,43.05589000000001
2018-04-01,Jilib,0.6450100000000001,43.05589000000001
2018-05-01,Jilib,0.6450100000000001,43.05589000000001
2018-06-01,Jilib,0.6450100000000001,43.05589000000001
2018-07-01,Jilib,0.6450100000000001,43.05589000000001
2018-08-01,Jilib,0.6450100000000001,43.05589000000001
2018-09-01,Jilib,0.6450100000000001,43.05589000000001
2018-10-01,Jilib,0.6450100000000001,43.05589000000001
2018-11-01,Jilib,0.6450100000000001,43.05589000000001
2018-12-01,Jilib,0.6450100000000001,43.05589000000001
2019-01-01,Jilib,0.6450100000000001,43.05589000000001
2019-02-01,Jilib,0.6450100000000001,43.05589000000001
2019-03-01,Jilib,0.6450100000000001,43.05589000000001
2019-04-01,Jilib,0.6450100000000001,43.05589000000001
2019-05-01,Jilib,0.6450100000000001,43.05589000000001
2019-06-01,Jilib,0.6450100000000001,43.05589000000001
2019-07-01,Jilib,0.6450100000000001,43.05589000000001
2019-08-01,Jilib,0.6450100000000001,43.05589000000001
2019-09-01,Jilib,0.6450100000000001,43.05589000000001
2019-10-01,Jilib,0.6450100000000001,43.05589000000001
2019-11-01,Jilib,0.6450100000000001,43.05589000000001
2019-12-01,Jilib,0.6450100000000001,43.05589000000001
2020-01-01,Jilib,0.6450100000000001,43.05589000000001
2020-02-01,Jilib,0.6450100000000001,43.05589000000001
2016-02-01,Jowhar,2.993369,45.56808
2016-03-01,Jowhar,2.993369,45.56808
2016-04-01,Jowhar,2.993369,45.56808
2016-05-01,Jowhar,2.993369,45.56808
2016-06-01,Jowhar,2.993369,45.56808
2016-07-01,Jowhar,2.993369,45.56808
2016-08-01,Jowhar,2.993369,45.56808
2016-09-01,Jowhar,2.993369,45.56808
2016-10-01,Jowhar,2.993369,45.56808
2016-11-01,Jowhar,2.993369,45.56808
2016-12-01,Jowhar,2.993369,45.56808
2017-01-01,Jowhar,2.993369,45.56808
2017-02-01,Jowhar,2.993369,45.56808
2017-03-01,Jowhar,2.993369,45.56808
2017-04-01,Jowhar,2.993369,45.56808
2017-05-01,Jowhar,2.993369,45.56808
2017-06-01,Jowhar,2.993369,45.56808
2017-07-01,Jowhar,2.993369,45.56808
2017-08-01,Jowhar,2.993369,45.56808
2017-09-01,Jowhar,2.993369,45.56808
2017-10-01,Jowhar,2.993369,45.56808
2017-11-01,Jowhar,2.993369,45.56808
2017-12-01,Jowhar,2.993369,45.56808
2018-01-01,Jowhar,2.993369,45.56808
2018-02-01,Jowhar,2.993369,45.56808
2018-03-01,Jowhar,2.993369,45.56808
2018-04-01,Jowhar,2.993369,45.56808
2018-05-01,Jowhar,2.993369,45.56808
2018-06-01,Jowhar,2.993369,45.56808
2018-07-01,Jowhar,2.993369,45.56808
2018-08-01,Jowhar,2.993369,45.56808
2018-09-01,Jowhar,2.993369,45.56808
2018-10-01,Jowhar,2.993369,45.56808
2018-11-01,Jowhar,2.993369,45.56808
2018-12-01,Jowhar,2.993369,45.56808
2019-01-01,Jowhar,2.993369,45.56808
2019-02-01,Jowhar,2.993369,45.56808
2019-03-01,Jowhar,2.993369,45.56808
2019-04-01,Jowhar,2.993369,45.56808
2019-05-01,Jowhar,2.993369,45.56808
2019-06-01,Jowhar,2.993369,45.56808
2019-07-01,Jowhar,2.993369,45.56808
2019-08-01,Jowhar,2.993369,45.56808
2019-09-01,Jowhar,2.993369,45.56808
2019-10-01,Jowhar,2.993369,45.56808
2019-11-01,Jowhar,2.993369,45.56808
2019-12-01,Jowhar,2.993369,45.56808
2020-01-01,Jowhar,2.993369,45.56808
2020-02-01,Jowhar,2.993369,45.56808
2016-02-01,Kismaayo,-0.3811448,42.00865
2016-03-01,Kismaayo,-0.3811448,42.00865
2016-04-01,Kismaayo,-0.3811448,42.00865
2016-05-01,Kismaayo,-0.3811448,42.00865
2016-06-01,Kismaayo,-0.3811448,42.00865
2016-07-01,Kismaayo,-0.3811448,42.00865
2016-08-01,Kismaayo,-0.3811448,42.00865
2016-09-01,Kismaayo,-0.3811448,42.00865
2016-10-01,Kismaayo,-0.3811448,42.00865
2016-11-01,Kismaayo,-0.3811448,42.00865
2016-12-01,Kismaayo,-0.3811448,42.00865
2017-01-01,Kismaayo,-0.3811448,42.00865
2017-02-01,Kismaayo,-0.3811448,42.00865
2017-03-01,Kismaayo,-0.3811448,42.00865
2017-04-01,Kismaayo,-0.3811448,42.00865
2017-05-01,Kismaayo,-0.3811448,42.00865
2017-06-01,Kismaayo,-0.3811448,42.00865
2017-07-01,Kismaayo,-0.3811448,42.00865
2017-08-01,Kismaayo,-0.3811448,42.00865
2017-09-01,Kismaayo,-0.3811448,42.00865
2017-10-01,Kismaayo,-0.3811448,42.00865
2017-11-01,Kismaayo,-0.3811448,42.00865
2017-12-01,Kismaayo,-0.3811448,42.00865
2018-01-01,Kismaayo,-0.3811448,42.00865
2018-02-01,Kismaayo,-0.3811448,42.00865
2018-03-01,Kismaayo,-0.3811448,42.00865
2018-04-01,Kismaayo,-0.3811448,42.00865
2018-05-01,Kismaayo,-0.3811448,42.00865
2018-06-01,Kismaayo,-0.3811448,42.00865
2018-07-01,Kismaayo,-0.3811448,42.00865
2018-08-01,Kismaayo,-0.3811448,42.00865
2018-09-01,Kismaayo,-0.3811448,42.00865
2018-10-01,Kismaayo,-0.3811448,42.00865
2018-11-01,Kismaayo,-0.3811448,42.00865
2018-12-01,Kismaayo,-0.3811448,42.00865
2019-01-01,Kismaayo,-0.3811448,42.00865
2019-02-01,Kismaayo,-0.3811448,42.00865
2019-03-01,Kismaayo,-0.3811448,42.00865
2019-04-01,Kismaayo,-0.3811448,42.00865
2019-05-01,Kismaayo,-0.3811448,42.00865
2019-06-01,Kismaayo,-0.3811448,42.00865
2019-07-01,Kismaayo,-0.3811448,42.00865
2019-08-01,Kismaayo,-0.3811448,42.00865
2019-09-01,Kismaayo,-0.3811448,42.00865
2019-10-01,Kismaayo,-0.3811448,42.00865
2019-11-01,Kismaayo,-0.3811448,42.00865
2019-12-01,Kismaayo,-0.3811448,42.00865
2020-01-01,Kismaayo,-0.3811448,42.00865
2020-02-01,Kismaayo,-0.3811448,42.00865
2016-02-01,Kurtunwaarey,1.674606,44.06695
2016-03-01,Kurtunwaarey,1.674606,44.06695
2016-04-01,Kurtunwaarey,1.674606,44.06695
2016-05-01,Kurtunwaarey,1.674606,44.06695
2016-06-01,Kurtunwaarey,1.674606,44.06695
2016-07-01,Kurtunwaarey,1.674606,44.06695
2016-08-01,Kurtunwaarey,1.674606,44.06695
2016-09-01,Kurtunwaarey,1.674606,44.06695
2016-10-01,Kurtunwaarey,1.674606,44.06695
2016-11-01,Kurtunwaarey,1.674606,44.06695
2016-12-01,Kurtunwaarey,1.674606,44.06695
2017-01-01,Kurtunwaarey,1.674606,44.06695
2017-02-01,Kurtunwaarey,1.674606,44.06695
2017-03-01,Kurtunwaarey,1.674606,44.06695
2017-04-01,Kurtunwaarey,1.674606,44.06695
2017-05-01,Kurtunwaarey,1.674606,44.06695
2017-06-01,Kurtunwaarey,1.674606,44.06695
2017-07-01,Kurtunwaarey,1.674606,44.06695
2017-08-01,Kurtunwaarey,1.674606,44.06695
2017-09-01,Kurtunwaarey,1.674606,44.06695
2017-10-01,Kurtunwaarey,1.674606,44.06695
2017-11-01,Kurtunwaarey,1.674606,44.06695
2017-12-01,Kurtunwaarey,1.674606,44.06695
2018-01-01,Kurtunwaarey,1.674606,44.06695
2018-02-01,Kurtunwaarey,1.674606,44.06695
2018-03-01,Kurtunwaarey,1.674606,44.06695
2018-04-01,Kurtunwaarey,1.674606,44.06695
2018-05-01,Kurtunwaarey,1.674606,44.06695
2018-06-01,Kurtunwaarey,1.674606,44.06695
2018-07-01,Kurtunwaarey,1.674606,44.06695
2018-08-01,Kurtunwaarey,1.674606,44.06695
2018-09-01,Kurtunwaarey,1.674606,44.06695
2018-10-01,Kurtunwaarey,1.674606,44.06695
2018-11-01,Kurtunwaarey,1.674606,44.06695
2018-12-01,Kurtunwaarey,1.674606,44.06695
2019-01-01,Kurtunwaarey,1.674606,44.06695
2019-02-01,Kurtunwaarey,1.674606,44.06695
2019-03-01,Kurtunwaarey,1.674606,44.06695
2019-04-01,Kurtunwaarey,1.674606,44.06695
2019-05-01,Kurtunwaarey,1.674606,44.06695
2019-06-01,Kurtunwaarey,1.674606,44.06695
2019-07-01,Kurtunwaarey,1.674606,44.06695
2019-08-01,Kurtunwaarey,1.674606,44.06695
2019-09-01,Kurtunwaarey,1.674606,44.06695
2019-10-01,Kurtunwaarey,1.674606,44.06695
2019-11-01,Kurtunwaarey,1.674606,44.06695
2019-12-01,Kurtunwaarey,1.674606,44.06695
2020-01-01,Kurtunwaarey,1.674606,44.06695
2020-02-01,Kurtunwaarey,1.674606,44.06695
2016-02-01,Laas Caanood,8.438008,47.63642
2016-03-01,Laas Caanood,8.438008,47.63642
2016-04-01,Laas Caanood,8.438008,47.63642
2016-05-01,Laas Caanood,8.438008,47.63642
2016-06-01,Laas Caanood,8.438008,47.63642
2016-07-01,Laas Caanood,8.438008,47.63642
2016-08-01,Laas Caanood,8.438008,47.63642
2016-09-01,Laas Caanood,8.438008,47.63642
2016-10-01,Laas Caanood,8.438008,47.63642
2016-11-01,Laas Caanood,8.438008,47.63642
2016-12-01,Laas Caanood,8.438008,47.63642
2017-01-01,Laas Caanood,8.438008,47.63642
2017-02-01,Laas Caanood,8.438008,47.63642
2017-03-01,Laas Caanood,8.438008,47.63642
2017-04-01,Laas Caanood,8.438008,47.63642
2017-05-01,Laas Caanood,8.438008,47.63642
2017-06-01,Laas Caanood,8.438008,47.63642
2017-07-01,Laas Caanood,8.438008,47.63642
2017-08-01,Laas Caanood,8.438008,47.63642
2017-09-01,Laas Caanood,8.438008,47.63642
2017-10-01,Laas Caanood,8.438008,47.63642
2017-11-01,Laas Caanood,8.438008,47.63642
2017-12-01,Laas Caanood,8.438008,47.63642
2018-01-01,Laas Caanood,8.438008,47.63642
2018-02-01,Laas Caanood,8.438008,47.63642
2018-03-01,Laas Caanood,8.438008,47.63642
2018-04-01,Laas Caanood,8.438008,47.63642
2018-05-01,Laas Caanood,8.438008,47.63642
2018-06-01,Laas Caanood,8.438008,47.63642
2018-07-01,Laas Caanood,8.438008,47.63642
2018-08-01,Laas Caanood,8.438008,47.63642
2018-09-01,Laas Caanood,8.438008,47.63642
2018-10-01,Laas Caanood,8.438008,47.63642
2018-11-01,Laas Caanood,8.438008,47.63642
2018-12-01,Laas Caanood,8.438008,47.63642
2019-01-01,Laas Caanood,8.438008,47.63642
2019-02-01,Laas Caanood,8.438008,47.63642
2019-03-01,Laas Caanood,8.438008,47.63642
2019-04-01,Laas Caanood,8.438008,47.63642
2019-05-01,Laas Caanood,8.438008,47.63642
2019-06-01,Laas Caanood,8.438008,47.63642
2019-07-01,Laas Caanood,8.438008,47.63642
2019-08-01,Laas Caanood,8.438008,47.63642
2019-09-01,Laas Caanood,8.438008,47.63642
2019-10-01,Laas Caanood,8.438008,47.63642
2019-11-01,Laas Caanood,8.438008,47.63642
2019-12-01,Laas Caanood,8.438008,47.63642
2020-01-01,Laas Caanood,8.438008,47.63642
2020-02-01,Laas Caanood,8.438008,47.63642
2016-02-01,Laasqoray,10.53805,48.69515999999999
2016-03-01,Laasqoray,10.53805,48.69515999999999
2016-04-01,Laasqoray,10.53805,48.69515999999999
2016-05-01,Laasqoray,10.53805,48.69515999999999
2016-06-01,Laasqoray,10.53805,48.69515999999999
2016-07-01,Laasqoray,10.53805,48.69515999999999
2016-08-01,Laasqoray,10.53805,48.69515999999999
2016-09-01,Laasqoray,10.53805,48.69515999999999
2016-10-01,Laasqoray,10.53805,48.69515999999999
2016-11-01,Laasqoray,10.53805,48.69515999999999
2016-12-01,Laasqoray,10.53805,48.69515999999999
2017-01-01,Laasqoray,10.53805,48.69515999999999
2017-02-01,Laasqoray,10.53805,48.69515999999999
2017-03-01,Laasqoray,10.53805,48.69515999999999
2017-04-01,Laasqoray,10.53805,48.69515999999999
2017-05-01,Laasqoray,10.53805,48.69515999999999
2017-06-01,Laasqoray,10.53805,48.69515999999999
2017-07-01,Laasqoray,10.53805,48.69515999999999
2017-08-01,Laasqoray,10.53805,48.69515999999999
2017-09-01,Laasqoray,10.53805,48.69515999999999
2017-10-01,Laasqoray,10.53805,48.69515999999999
2017-11-01,Laasqoray,10.53805,48.69515999999999
2017-12-01,Laasqoray,10.53805,48.69515999999999
2018-01-01,Laasqoray,10.53805,48.69515999999999
2018-02-01,Laasqoray,10.53805,48.69515999999999
2018-03-01,Laasqoray,10.53805,48.69515999999999
2018-04-01,Laasqoray,10.53805,48.69515999999999
2018-05-01,Laasqoray,10.53805,48.69515999999999
2018-06-01,Laasqoray,10.53805,48.69515999999999
2018-07-01,Laasqoray,10.53805,48.69515999999999
2018-08-01,Laasqoray,10.53805,48.69515999999999
2018-09-01,Laasqoray,10.53805,48.69515999999999
2018-10-01,Laasqoray,10.53805,48.69515999999999
2018-11-01,Laasqoray,10.53805,48.69515999999999
2018-12-01,Laasqoray,10.53805,48.69515999999999
2019-01-01,Laasqoray,10.53805,48.69515999999999
2019-02-01,Laasqoray,10.53805,48.69515999999999
2019-03-01,Laasqoray,10.53805,48.69515999999999
2019-04-01,Laasqoray,10.53805,48.69515999999999
2019-05-01,Laasqoray,10.53805,48.69515999999999
2019-06-01,Laasqoray,10.53805,48.69515999999999
2019-07-01,Laasqoray,10.53805,48.69515999999999
2019-08-01,Laasqoray,10.53805,48.69515999999999
2019-09-01,Laasqoray,10.53805,48.69515999999999
2019-10-01,Laasqoray,10.53805,48.69515999999999
2019-11-01,Laasqoray,10.53805,48.69515999999999
2019-12-01,Laasqoray,10.53805,48.69515999999999
2020-01-01,Laasqoray,10.53805,48.69515999999999
2020-02-01,Laasqoray,10.53805,48.69515999999999
2016-02-01,Lughaye,10.64738,43.57812
2016-03-01,Lughaye,10.64738,43.57812
2016-04-01,Lughaye,10.64738,43.57812
2016-05-01,Lughaye,10.64738,43.57812
2016-06-01,Lughaye,10.64738,43.57812
2016-07-01,Lughaye,10.64738,43.57812
2016-08-01,Lughaye,10.64738,43.57812
2016-09-01,Lughaye,10.64738,43.57812
2016-10-01,Lughaye,10.64738,43.57812
2016-11-01,Lughaye,10.64738,43.57812
2016-12-01,Lughaye,10.64738,43.57812
2017-01-01,Lughaye,10.64738,43.57812
2017-02-01,Lughaye,10.64738,43.57812
2017-03-01,Lughaye,10.64738,43.57812
2017-04-01,Lughaye,10.64738,43.57812
2017-05-01,Lughaye,10.64738,43.57812
2017-06-01,Lughaye,10.64738,43.57812
2017-07-01,Lughaye,10.64738,43.57812
2017-08-01,Lughaye,10.64738,43.57812
2017-09-01,Lughaye,10.64738,43.57812
2017-10-01,Lughaye,10.64738,43.57812
2017-11-01,Lughaye,10.64738,43.57812
2017-12-01,Lughaye,10.64738,43.57812
2018-01-01,Lughaye,10.64738,43.57812
2018-02-01,Lughaye,10.64738,43.57812
2018-03-01,Lughaye,10.64738,43.57812
2018-04-01,Lughaye,10.64738,43.57812
2018-05-01,Lughaye,10.64738,43.57812
2018-06-01,Lughaye,10.64738,43.57812
2018-07-01,Lughaye,10.64738,43.57812
2018-08-01,Lughaye,10.64738,43.57812
2018-09-01,Lughaye,10.64738,43.57812
2018-10-01,Lughaye,10.64738,43.57812
2018-11-01,Lughaye,10.64738,43.57812
2018-12-01,Lughaye,10.64738,43.57812
2019-01-01,Lughaye,10.64738,43.57812
2019-02-01,Lughaye,10.64738,43.57812
2019-03-01,Lughaye,10.64738,43.57812
2019-04-01,Lughaye,10.64738,43.57812
2019-05-01,Lughaye,10.64738,43.57812
2019-06-01,Lughaye,10.64738,43.57812
2019-07-01,Lughaye,10.64738,43.57812
2019-08-01,Lughaye,10.64738,43.57812
2019-09-01,Lughaye,10.64738,43.57812
2019-10-01,Lughaye,10.64738,43.57812
2019-11-01,Lughaye,10.64738,43.57812
2019-12-01,Lughaye,10.64738,43.57812
2020-01-01,Lughaye,10.64738,43.57812
2020-02-01,Lughaye,10.64738,43.57812
2016-02-01,Luuq,3.792931,42.6976
2016-03-01,Luuq,3.792931,42.6976
2016-04-01,Luuq,3.792931,42.6976
2016-05-01,Luuq,3.792931,42.6976
2016-06-01,Luuq,3.792931,42.6976
2016-07-01,Luuq,3.792931,42.6976
2016-08-01,Luuq,3.792931,42.6976
2016-09-01,Luuq,3.792931,42.6976
2016-10-01,Luuq,3.792931,42.6976
2016-11-01,Luuq,3.792931,42.6976
2016-12-01,Luuq,3.792931,42.6976
2017-01-01,Luuq,3.792931,42.6976
2017-02-01,Luuq,3.792931,42.6976
2017-03-01,Luuq,3.792931,42.6976
2017-04-01,Luuq,3.792931,42.6976
2017-05-01,Luuq,3.792931,42.6976
2017-06-01,Luuq,3.792931,42.6976
2017-07-01,Luuq,3.792931,42.6976
2017-08-01,Luuq,3.792931,42.6976
2017-09-01,Luuq,3.792931,42.6976
2017-10-01,Luuq,3.792931,42.6976
2017-11-01,Luuq,3.792931,42.6976
2017-12-01,Luuq,3.792931,42.6976
2018-01-01,Luuq,3.792931,42.6976
2018-02-01,Luuq,3.792931,42.6976
2018-03-01,Luuq,3.792931,42.6976
2018-04-01,Luuq,3.792931,42.6976
2018-05-01,Luuq,3.792931,42.6976
2018-06-01,Luuq,3.792931,42.6976
2018-07-01,Luuq,3.792931,42.6976
2018-08-01,Luuq,3.792931,42.6976
2018-09-01,Luuq,3.792931,42.6976
2018-10-01,Luuq,3.792931,42.6976
2018-11-01,Luuq,3.792931,42.6976
2018-12-01,Luuq,3.792931,42.6976
2019-01-01,Luuq,3.792931,42.6976
2019-02-01,Luuq,3.792931,42.6976
2019-03-01,Luuq,3.792931,42.6976
2019-04-01,Luuq,3.792931,42.6976
2019-05-01,Luuq,3.792931,42.6976
2019-06-01,Luuq,3.792931,42.6976
2019-07-01,Luuq,3.792931,42.6976
2019-08-01,Luuq,3.792931,42.6976
2019-09-01,Luuq,3.792931,42.6976
2019-10-01,Luuq,3.792931,42.6976
2019-11-01,Luuq,3.792931,42.6976
2019-12-01,Luuq,3.792931,42.6976
2020-01-01,Luuq,3.792931,42.6976
2020-02-01,Luuq,3.792931,42.6976
2016-02-01,Marka,1.740153,44.71787
2016-03-01,Marka,1.740153,44.71787
2016-04-01,Marka,1.740153,44.71787
2016-05-01,Marka,1.740153,44.71787
2016-06-01,Marka,1.740153,44.71787
2016-07-01,Marka,1.740153,44.71787
2016-08-01,Marka,1.740153,44.71787
2016-09-01,Marka,1.740153,44.71787
2016-10-01,Marka,1.740153,44.71787
2016-11-01,Marka,1.740153,44.71787
2016-12-01,Marka,1.740153,44.71787
2017-01-01,Marka,1.740153,44.71787
2017-02-01,Marka,1.740153,44.71787
2017-03-01,Marka,1.740153,44.71787
2017-04-01,Marka,1.740153,44.71787
2017-05-01,Marka,1.740153,44.71787
2017-06-01,Marka,1.740153,44.71787
2017-07-01,Marka,1.740153,44.71787
2017-08-01,Marka,1.740153,44.71787
2017-09-01,Marka,1.740153,44.71787
2017-10-01,Marka,1.740153,44.71787
2017-11-01,Marka,1.740153,44.71787
2017-12-01,Marka,1.740153,44.71787
2018-01-01,Marka,1.740153,44.71787
2018-02-01,Marka,1.740153,44.71787
2018-03-01,Marka,1.740153,44.71787
2018-04-01,Marka,1.740153,44.71787
2018-05-01,Marka,1.740153,44.71787
2018-06-01,Marka,1.740153,44.71787
2018-07-01,Marka,1.740153,44.71787
2018-08-01,Marka,1.740153,44.71787
2018-09-01,Marka,1.740153,44.71787
2018-10-01,Marka,1.740153,44.71787
2018-11-01,Marka,1.740153,44.71787
2018-12-01,Marka,1.740153,44.71787
2019-01-01,Marka,1.740153,44.71787
2019-02-01,Marka,1.740153,44.71787
2019-03-01,Marka,1.740153,44.71787
2019-04-01,Marka,1.740153,44.71787
2019-05-01,Marka,1.740153,44.71787
2019-06-01,Marka,1.740153,44.71787
2019-07-01,Marka,1.740153,44.71787
2019-08-01,Marka,1.740153,44.71787
2019-09-01,Marka,1.740153,44.71787
2019-10-01,Marka,1.740153,44.71787
2019-11-01,Marka,1.740153,44.71787
2019-12-01,Marka,1.740153,44.71787
2020-01-01,Marka,1.740153,44.71787
2020-02-01,Marka,1.740153,44.71787
2016-02-01,Owdweyne,9.257388,45.01097
2016-03-01,Owdweyne,9.257388,45.01097
2016-04-01,Owdweyne,9.257388,45.01097
2016-05-01,Owdweyne,9.257388,45.01097
2016-06-01,Owdweyne,9.257388,45.01097
2016-07-01,Owdweyne,9.257388,45.01097
2016-08-01,Owdweyne,9.257388,45.01097
2016-09-01,Owdweyne,9.257388,45.01097
2016-10-01,Owdweyne,9.257388,45.01097
2016-11-01,Owdweyne,9.257388,45.01097
2016-12-01,Owdweyne,9.257388,45.01097
2017-01-01,Owdweyne,9.257388,45.01097
2017-02-01,Owdweyne,9.257388,45.01097
2017-03-01,Owdweyne,9.257388,45.01097
2017-04-01,Owdweyne,9.257388,45.01097
2017-05-01,Owdweyne,9.257388,45.01097
2017-06-01,Owdweyne,9.257388,45.01097
2017-07-01,Owdweyne,9.257388,45.01097
2017-08-01,Owdweyne,9.257388,45.01097
2017-09-01,Owdweyne,9.257388,45.01097
2017-10-01,Owdweyne,9.257388,45.01097
2017-11-01,Owdweyne,9.257388,45.01097
2017-12-01,Owdweyne,9.257388,45.01097
2018-01-01,Owdweyne,9.257388,45.01097
2018-02-01,Owdweyne,9.257388,45.01097
2018-03-01,Owdweyne,9.257388,45.01097
2018-04-01,Owdweyne,9.257388,45.01097
2018-05-01,Owdweyne,9.257388,45.01097
2018-06-01,Owdweyne,9.257388,45.01097
2018-07-01,Owdweyne,9.257388,45.01097
2018-08-01,Owdweyne,9.257388,45.01097
2018-09-01,Owdweyne,9.257388,45.01097
2018-10-01,Owdweyne,9.257388,45.01097
2018-11-01,Owdweyne,9.257388,45.01097
2018-12-01,Owdweyne,9.257388,45.01097
2019-01-01,Owdweyne,9.257388,45.01097
2019-02-01,Owdweyne,9.257388,45.01097
2019-03-01,Owdweyne,9.257388,45.01097
2019-04-01,Owdweyne,9.257388,45.01097
2019-05-01,Owdweyne,9.257388,45.01097
2019-06-01,Owdweyne,9.257388,45.01097
2019-07-01,Owdweyne,9.257388,45.01097
2019-08-01,Owdweyne,9.257388,45.01097
2019-09-01,Owdweyne,9.257388,45.01097
2019-10-01,Owdweyne,9.257388,45.01097
2019-11-01,Owdweyne,9.257388,45.01097
2019-12-01,Owdweyne,9.257388,45.01097
2020-01-01,Owdweyne,9.257388,45.01097
2020-02-01,Owdweyne,9.257388,45.01097
2016-02-01,Qandala,11.06016,50.08869
2016-03-01,Qandala,11.06016,50.08869
2016-04-01,Qandala,11.06016,50.08869
2016-05-01,Qandala,11.06016,50.08869
2016-06-01,Qandala,11.06016,50.08869
2016-07-01,Qandala,11.06016,50.08869
2016-08-01,Qandala,11.06016,50.08869
2016-09-01,Qandala,11.06016,50.08869
2016-10-01,Qandala,11.06016,50.08869
2016-11-01,Qandala,11.06016,50.08869
2016-12-01,Qandala,11.06016,50.08869
2017-01-01,Qandala,11.06016,50.08869
2017-02-01,Qandala,11.06016,50.08869
2017-03-01,Qandala,11.06016,50.08869
2017-04-01,Qandala,11.06016,50.08869
2017-05-01,Qandala,11.06016,50.08869
2017-06-01,Qandala,11.06016,50.08869
2017-07-01,Qandala,11.06016,50.08869
2017-08-01,Qandala,11.06016,50.08869
2017-09-01,Qandala,11.06016,50.08869
2017-10-01,Qandala,11.06016,50.08869
